emp_no,first_name,last_name,title,salary,to_date
479721,Elvis,Matzel,Senior Engineer,41043,9999-01-01
479736,Kousuke,Morrin,Staff,64601,9999-01-01
479743,Nathan,Greenaway,Senior Engineer,48692,9999-01-01
479749,Wilmer,Giaccio,Engineer,54506,9999-01-01
479764,Kazuhisa,Bashian,Senior Engineer,43816,9999-01-01
479778,Sajjan,Naumovich,Engineer,40000,9999-01-01
479791,Vidar,Mamelak,Senior Staff,74228,9999-01-01
479812,Fuqing,Staudhammer,Senior Staff,75803,9999-01-01
479813,Mohammed,Vernadat,Senior Staff,43206,9999-01-01
479821,Takahito,Mundy,Senior Engineer,52712,9999-01-01
479824,Manibrata,Auyong,Senior Engineer,53177,9999-01-01
479836,Muzhong,Usdin,Senior Staff,66863,9999-01-01
479850,Sorina,Codenie,Senior Engineer,48435,9999-01-01
479866,Heng,Pellegrinelli,Senior Engineer,40857,9999-01-01
479869,Iara,Ressouche,Senior Engineer,40000,9999-01-01
479878,Kwan,Orlowska,Engineer,40000,9999-01-01
479881,Odysseas,Kavvadias,Senior Staff,51839,9999-01-01
479885,Sariel,Schade,Senior Staff,71827,9999-01-01
479894,Ipke,Gonthier,Senior Staff,75956,9999-01-01
479905,Danai,Peir,Technique Leader,40000,9999-01-01
479906,Duri,Silva,Technique Leader,40000,9999-01-01
479916,Tianruo,Kamber,Senior Engineer,40000,9999-01-01
479937,Rimli,Kroft,Senior Staff,51763,9999-01-01
479945,Jeong,Paciorek,Senior Staff,55272,9999-01-01
479958,Uta,Schmezko,Senior Staff,51035,9999-01-01
479975,Kazuhiro,Pews,Senior Engineer,80101,9999-01-01
480003,Uta,Brlek,Senior Engineer,48692,9999-01-01
480018,Zvonko,Kawashimo,Engineer,67906,9999-01-01
480020,Prodip,Gips,Senior Staff,40000,9999-01-01
480034,Tokuyasu,Casley,Senior Engineer,48553,9999-01-01
480042,Rildo,Brodie,Senior Staff,40000,9999-01-01
480043,Franziska,Chiola,Senior Staff,47567,9999-01-01
480044,Sudhanshu,Jording,Senior Staff,53868,9999-01-01
480051,Kwan,Erol,Senior Engineer,45498,9999-01-01
480052,Chinho,Weisert,Senior Engineer,58746,9999-01-01
480059,Honesty,Billingsley,Senior Engineer,70663,9999-01-01
480060,Adas,Radwan,Engineer,45665,9999-01-01
480085,Kien,Krider,Senior Engineer,50697,9999-01-01
480087,Kazunori,Irland,Senior Engineer,50881,9999-01-01
480089,Harngdar,Ferretti,Senior Staff,45635,9999-01-01
480090,Gad,Krone,Senior Staff,55000,9999-01-01
480091,Morris,Shimshoni,Engineer,40000,9999-01-01
480093,Masadi,Sambasivam,Senior Engineer,52990,9999-01-01
480096,Abdelaziz,Percebois,Senior Engineer,58001,9999-01-01
480102,Przemyslawa,Geffroy,Senior Engineer,40000,9999-01-01
480106,Brewster,Frezza,Senior Staff,68625,9999-01-01
480114,Shakhar,Suri,Senior Staff,58228,9999-01-01
480121,Martina,Benveniste,Senior Engineer,46124,9999-01-01
480130,Heng,Kinley,Senior Staff,40000,9999-01-01
480135,Danny,Narahari,Engineer,41663,9999-01-01
480158,Xiaoshan,Gente,Senior Staff,76812,9999-01-01
480175,Elrique,Schmiedel,Engineer,54121,9999-01-01
480176,Xiaopeng,Haddadi,Engineer,74254,9999-01-01
480190,Kasturi,Brandsma,Senior Staff,44416,9999-01-01
480192,Dhritiman,Onuegbe,Senior Staff,72095,9999-01-01
480194,Izaskun,Seghrouchni,Senior Staff,49679,9999-01-01
480199,Fumiyo,Msuda,Senior Staff,54960,9999-01-01
480219,Luise,Lemarechal,Senior Engineer,73818,9999-01-01
480243,Candida,Gerlach,Senior Staff,81568,9999-01-01
480244,Etsuo,Pettis,Senior Engineer,40000,9999-01-01
480259,Giap,Antonakopoulos,Technique Leader,40830,9999-01-01
480271,Zita,Sooriamurthi,Senior Engineer,53938,9999-01-01
480283,Elvia,Barreiro,Senior Staff,81319,9999-01-01
480289,Dietrich,Verhoeff,Technique Leader,40000,9999-01-01
480296,Moriyoshi,Birnbaum,Senior Engineer,40000,9999-01-01
480316,Pranay,Feinberg,Senior Engineer,52271,9999-01-01
480317,Suebskul,Passafiume,Senior Staff,40000,9999-01-01
480319,Alexius,Hiltgen,Senior Engineer,61567,9999-01-01
480320,Djenana,Eugenio,Senior Staff,84296,9999-01-01
480322,Fumiko,Showalter,Senior Engineer,46006,9999-01-01
480328,Larisa,Tempesti,Senior Engineer,40000,9999-01-01
480337,Jouni,Cichocki,Senior Engineer,40000,9999-01-01
480344,Hatem,Neimat,Senior Engineer,50620,9999-01-01
480349,Khaled,Narlikar,Senior Engineer,40000,9999-01-01
480350,Zijian,Kalloufi,Senior Staff,72913,9999-01-01
480353,Weiyi,Vural,Senior Staff,41583,9999-01-01
480355,Taisook,Nooteboom,Senior Staff,40000,9999-01-01
480366,Chikara,Eiter,Senior Staff,83998,9999-01-01
480369,Bluma,Desikan,Senior Staff,40000,9999-01-01
480376,Akhilish,Kieras,Senior Staff,80095,9999-01-01
480416,Armond,Toyoshima,Senior Staff,72693,9999-01-01
480432,Domenick,Akiyama,Senior Staff,40000,9999-01-01
480456,Tse,Chartres,Staff,51563,9999-01-01
480459,Stevo,Oxman,Senior Engineer,58437,9999-01-01
480463,Mokhtar,Slaats,Senior Engineer,66127,9999-01-01
480484,King,Rosis,Senior Staff,46936,9999-01-01
480495,Iara,Zongker,Senior Engineer,54636,9999-01-01
480541,Ranga,Quittner,Senior Engineer,71885,9999-01-01
480544,Xianlong,Thambidurai,Senior Staff,40000,9999-01-01
480556,Irene,Kropf,Senior Staff,82778,9999-01-01
480584,Bernardo,Lichtman,Senior Engineer,78822,9999-01-01
480587,Tonia,Trystram,Senior Staff,50350,9999-01-01
480590,Tzvetan,Asrin,Senior Engineer,40000,9999-01-01
480631,Gao,Kavvadias,Engineer,40000,9999-01-01
480656,Genki,Colorni,Senior Staff,47192,9999-01-01
480670,Sanjoy,Penz,Senior Staff,92833,9999-01-01
480674,Kannan,Giveon,Senior Engineer,42370,9999-01-01
480689,Rasiah,Krider,Senior Engineer,46562,9999-01-01
480694,Leszek,Schaad,Senior Staff,40000,9999-01-01
480699,Jiafu,Garnick,Senior Engineer,87000,9999-01-01
480711,Srinidhi,Assaf,Staff,83125,9999-01-01
480742,Christoper,Wynblatt,Senior Engineer,40000,9999-01-01
480771,Jasminko,Iwayama,Senior Engineer,40000,9999-01-01
480775,Pradeep,Adachi,Staff,76897,9999-01-01
480788,Idoia,Vesna,Senior Engineer,52949,9999-01-01
480789,Masami,Mahmud,Staff,64047,9999-01-01
480797,Ugo,Siprelle,Senior Staff,40000,9999-01-01
480801,Maren,Benveniste,Senior Engineer,40000,9999-01-01
480823,Ulf,Baig,Senior Engineer,53446,9999-01-01
480825,Georgy,Rosaz,Senior Staff,62762,9999-01-01
480828,Bernt,Dayang,Senior Staff,50992,9999-01-01
480841,Hatim,Barriga,Staff,70497,9999-01-01
480850,Jasminko,Hardjono,Senior Engineer,54193,9999-01-01
480851,Mani,Christ,Senior Staff,40000,9999-01-01
480855,Ottavia,Trumbly,Senior Engineer,61618,9999-01-01
480859,Stabislas,Morton,Senior Staff,55029,9999-01-01
480862,Maris,Kropp,Staff,62893,9999-01-01
480865,Akeno,Lorch,Engineer,40000,9999-01-01
480871,Dipayan,Reutenauer,Senior Engineer,48614,9999-01-01
480883,Hitofumi,Rouquie,Senior Staff,40000,9999-01-01
480893,Mooi,Morrey,Senior Engineer,50339,9999-01-01
480896,Atreye,Schlumberger,Senior Engineer,40000,9999-01-01
480920,Flemming,Plumb,Senior Staff,88432,9999-01-01
480926,Guttorm,Magalhaes,Engineer,41350,9999-01-01
480929,Isaac,Chenoweth,Senior Staff,40720,9999-01-01
480942,Naftali,DasSarma,Senior Engineer,40000,9999-01-01
480966,Duri,Mahnke,Technique Leader,45654,9999-01-01
480973,Emdad,Gien,Technique Leader,66454,9999-01-01
480976,Peternela,Katzenelson,Senior Staff,73027,9999-01-01
480981,Arco,Braccini,Senior Staff,62938,9999-01-01
480994,Berry,Alpay,Senior Staff,50832,9999-01-01
480995,Saeko,Argence,Senior Staff,40000,9999-01-01
481000,Hidefumi,Zirintsis,Senior Staff,60945,9999-01-01
481005,Remko,Zeilberger,Senior Staff,40000,9999-01-01
481017,Mooi,Sethi,Senior Staff,65872,9999-01-01
481019,Sampalli,Kalorkoti,Senior Staff,66252,9999-01-01
481025,Hairong,Apsitis,Senior Staff,56017,9999-01-01
481040,Shahaf,Serdy,Senior Staff,74192,9999-01-01
481043,Kersti,Covnot,Senior Staff,52644,9999-01-01
481058,Bouchung,Peral,Senior Engineer,40000,9999-01-01
481070,Miyeon,Gimbel,Senior Staff,57299,9999-01-01
481079,Sibyl,Fiutem,Senior Staff,82735,9999-01-01
481082,Arup,Suermann,Senior Staff,40800,9999-01-01
481086,Marek,Radivojevic,Senior Staff,86099,9999-01-01
481096,Yongmao,Sadowsky,Senior Engineer,40000,9999-01-01
481109,Renee,Rosaz,Senior Engineer,51999,9999-01-01
481116,Mokhtar,Famili,Senior Staff,40000,9999-01-01
481128,Bodo,Gulak,Senior Staff,40000,9999-01-01
481144,Pramod,Honglei,Senior Staff,40000,9999-01-01
481152,Zeydy,Schiper,Senior Engineer,57933,9999-01-01
481153,Golgen,Thorelli,Senior Engineer,40000,9999-01-01
481165,Vasilis,Thummel,Senior Staff,62613,9999-01-01
481172,Jaana,Usery,Senior Engineer,62133,9999-01-01
481179,Remmert,Rosay,Technique Leader,50684,9999-01-01
481182,Domenick,Penttonen,Senior Staff,74331,9999-01-01
481200,Seongbae,Bain,Engineer,61682,9999-01-01
481202,Bedir,Boguraev,Senior Staff,77107,9999-01-01
481222,Zhiwei,Wrigley,Senior Engineer,40000,9999-01-01
481228,Vishv,Cochrane,Senior Staff,52131,9999-01-01
481231,Mahendra,Conry,Senior Staff,72109,9999-01-01
481250,Evgueni,Cullers,Senior Staff,83194,9999-01-01
481269,Stepehn,Openshaw,Senior Staff,40826,9999-01-01
481273,Halsur,Fontet,Senior Engineer,49045,9999-01-01
481288,Suzette,Chaudhuri,Senior Engineer,56265,9999-01-01
481296,Dmitri,Begiun,Senior Staff,57853,9999-01-01
481307,Hatsukazu,Pappas,Senior Staff,58325,9999-01-01
481312,Yefim,Schapiro,Senior Engineer,40000,9999-01-01
481313,Cullen,Rodier,Senior Staff,43078,9999-01-01
481315,Yuichiro,Petereit,Senior Staff,82299,9999-01-01
481321,Haldon,Randi,Senior Engineer,51806,9999-01-01
481322,Salvador,Hettesheimer,Staff,63839,9999-01-01
481339,Zijian,Thorensen,Senior Staff,40000,9999-01-01
481341,Hidde,Ranka,Senior Staff,79188,9999-01-01
481343,Shaunak,Seiwald,Staff,76598,9999-01-01
481350,Ioana,Crabtree,Senior Engineer,59727,9999-01-01
481353,Herbert,Schaar,Senior Engineer,50879,9999-01-01
481355,LiMin,Munoz,Senior Engineer,51197,9999-01-01
481358,Dipankar,Spell,Senior Staff,40000,9999-01-01
481364,Kazunori,Klassen,Senior Staff,72548,9999-01-01
481365,Shaleah,Socorro,Senior Engineer,47898,9999-01-01
481367,Sverrir,Billingsley,Senior Engineer,40000,9999-01-01
481389,Oldrich,Luon,Senior Staff,45547,9999-01-01
481398,Lijie,Koblick,Senior Engineer,40000,9999-01-01
481414,Heekeun,Selenyi,Senior Engineer,54042,9999-01-01
481415,Mokhtar,Kaltofen,Senior Staff,98904,9999-01-01
481419,Masali,Coors,Senior Engineer,44385,9999-01-01
481439,Kiam,Marakhovsky,Senior Engineer,79405,9999-01-01
481447,Baoqiu,Erez,Senior Engineer,50186,9999-01-01
481448,Kensei,Schlenzig,Senior Staff,41065,9999-01-01
481475,Jessie,Danley,Senior Staff,77051,9999-01-01
481476,Yahiko,Silva,Engineer,40000,9999-01-01
481496,Christoph,Bonifati,Engineer,55532,9999-01-01
481502,Bikash,Fordan,Senior Engineer,40000,9999-01-01
481506,Bluma,Rehfuss,Staff,78393,9999-01-01
481513,Shay,Gustavson,Senior Staff,52050,9999-01-01
481517,Palash,Peris,Senior Staff,41151,9999-01-01
481518,Panayotis,Duclos,Technique Leader,44214,9999-01-01
481522,Paddy,Feinberg,Senior Staff,40000,9999-01-01
481526,Shim,Stemann,Senior Engineer,40000,9999-01-01
481537,Yucai,Munch,Senior Staff,79081,9999-01-01
481547,Marin,Rajcani,Senior Engineer,49616,9999-01-01
481551,Akemi,Bednarek,Senior Engineer,51412,9999-01-01
481569,Huican,Hutter,Senior Staff,54480,9999-01-01
481570,Arnould,Standera,Senior Engineer,60118,9999-01-01
481586,Gaetan,Keohane,Senior Staff,53088,9999-01-01
481588,Jessie,Stranks,Senior Engineer,40000,9999-01-01
481591,Masamitsu,Melski,Senior Engineer,49262,9999-01-01
481599,Hausi,Kawashima,Senior Staff,48293,9999-01-01
481636,Yannik,Bahl,Senior Staff,58183,9999-01-01
481640,Khoa,Shrader,Senior Staff,40000,9999-01-01
481641,Miomir,Hammerschmidt,Senior Staff,55263,9999-01-01
481645,Pantung,Solares,Senior Engineer,51301,9999-01-01
481652,Roddy,Debuse,Senior Engineer,59516,9999-01-01
481658,Mingsen,Vanwelkenhuysen,Senior Staff,40566,9999-01-01
481660,Babette,Yeung,Senior Engineer,40000,9999-01-01
481670,Suvo,Bodoff,Engineer,46571,9999-01-01
481679,Nobuyoshi,Hatcliff,Senior Staff,53514,9999-01-01
481694,Adas,Baumann,Senior Engineer,40000,9999-01-01
481695,Bikash,Pusterhofer,Senior Staff,40000,9999-01-01
481708,Christfried,Salverda,Technique Leader,40000,9999-01-01
481712,Vitaly,Jeong,Assistant Engineer,53611,9999-01-01
481715,Lene,Cesareni,Senior Engineer,40000,9999-01-01
481722,Mohammad,Ullian,Senior Engineer,61074,9999-01-01
481750,Zvonko,Lieberherr,Senior Staff,43245,9999-01-01
481762,Wojceich,Stranks,Senior Engineer,40000,9999-01-01
481775,Gao,Hartvigsen,Senior Engineer,90519,9999-01-01
481777,Shooichi,Gruenwald,Senior Engineer,48774,9999-01-01
481787,Dulce,Gecsel,Senior Engineer,40000,9999-01-01
481815,Khedija,Jenevein,Engineer,77284,9999-01-01
481847,Kiyotoshi,Saoudi,Senior Staff,71425,9999-01-01
481857,Ulises,Ecklund,Senior Staff,88307,9999-01-01
481870,Mansur,Serov,Senior Staff,70484,9999-01-01
481872,Moty,Usdin,Senior Engineer,40000,9999-01-01
481883,Paris,Zeilberger,Senior Engineer,40000,9999-01-01
481886,Danai,Erdmenger,Senior Staff,40000,9999-01-01
481894,Parke,Yurov,Senior Engineer,53681,9999-01-01
481945,Danae,Stiles,Technique Leader,66543,9999-01-01
481947,Gift,Peac,Technique Leader,88156,9999-01-01
481953,Yishai,Brickell,Senior Staff,44244,9999-01-01
481961,Arne,Zumaque,Staff,56609,9999-01-01
481975,Dayanand,Gruenwald,Senior Staff,66362,9999-01-01
481981,Claudi,Spieker,Senior Engineer,60008,9999-01-01
481983,Odysseas,Servieres,Senior Engineer,40422,9999-01-01
481985,Constantine,Vakili,Senior Staff,60753,9999-01-01
481991,Serap,Molenkamp,Senior Staff,49157,9999-01-01
481992,Kwan,Bednarek,Senior Engineer,57800,9999-01-01
481995,Kwok,Snyers,Engineer,40000,9999-01-01
482007,Satyanarayana,Schrooten,Senior Staff,77469,9999-01-01
482020,Manu,Azumi,Senior Engineer,40000,9999-01-01
482024,Byong,Hofting,Senior Engineer,41339,9999-01-01
482035,Conal,Beausoleil,Senior Engineer,40000,9999-01-01
482036,Alper,Badache,Senior Staff,58215,9999-01-01
482050,Vugranam,Shrader,Senior Staff,41288,9999-01-01
482064,Girolamo,Fairtlough,Senior Staff,42407,9999-01-01
482074,Sven,Strandh,Senior Staff,40000,9999-01-01
482078,Ohad,Sanella,Senior Engineer,49357,9999-01-01
482087,Guozhong,Skafidas,Senior Staff,40000,9999-01-01
482091,Garnik,Kuhnemann,Senior Staff,67974,9999-01-01
482093,Ramzi,Vieri,Senior Engineer,50315,9999-01-01
482095,Tomofumi,Dymetman,Engineer,56568,9999-01-01
482112,Ronghao,Bamford,Senior Staff,40000,9999-01-01
482119,Mitsuyuki,Emden,Senior Staff,56866,9999-01-01
482123,Nobuyoshi,Mungall,Senior Staff,80935,9999-01-01
482127,Georgy,Pena,Senior Staff,40000,9999-01-01
482135,Aris,Albarhamtoshy,Senior Staff,40000,9999-01-01
482144,Kensei,Shinomoto,Senior Staff,49402,9999-01-01
482150,Przemyslawa,Gluchowski,Senior Staff,73645,9999-01-01
482157,Oscar,Mitzlaff,Senior Engineer,40000,9999-01-01
482160,Kamakshi,Kumaresan,Senior Engineer,56407,9999-01-01
482165,Tonny,Makrucki,Senior Staff,40000,9999-01-01
482172,Moon,Olivero,Engineer,40000,9999-01-01
482188,Akemi,Panwar,Senior Engineer,56760,9999-01-01
482194,Fan,Tasistro,Senior Engineer,51211,9999-01-01
482207,Satyanarayana,Perl,Senior Engineer,40000,9999-01-01
482214,Dung,Michaeli,Senior Engineer,40000,9999-01-01
482216,Moss,Zumaque,Senior Engineer,62404,9999-01-01
482230,Dinah,Christ,Staff,40000,9999-01-01
482237,Xiaopeng,Ranka,Senior Engineer,40000,9999-01-01
482268,Dekang,Waschkowski,Senior Engineer,40000,9999-01-01
482277,Georgy,Detkin,Senior Staff,40000,9999-01-01
482282,Ewing,Taneja,Engineer,40000,9999-01-01
482289,Fumitaka,Cooman,Senior Staff,40000,9999-01-01
482297,Khedija,Lorho,Technique Leader,41551,9999-01-01
482306,Kiyomitsu,Alencar,Senior Staff,70984,9999-01-01
482308,Shietung,Georg,Senior Engineer,71343,9999-01-01
482311,Shen,Iisaku,Senior Engineer,40000,9999-01-01
482317,Bernice,Engelmann,Senior Staff,40000,9999-01-01
482333,Harjit,Pelz,Senior Engineer,40000,9999-01-01
482338,Tokuyasu,Waschkowski,Technique Leader,46027,9999-01-01
482339,Vishwani,Poujol,Senior Staff,47096,9999-01-01
482345,Lorien,Coney,Senior Engineer,40000,9999-01-01
482355,Golgen,Kulisch,Senior Engineer,44636,9999-01-01
482356,Bikash,Decaestecker,Senior Staff,73118,9999-01-01
482363,Lenore,Georg,Technique Leader,48289,9999-01-01
482366,Adil,Schurmann,Senior Engineer,70161,9999-01-01
482376,Niranjan,Kusakabe,Senior Engineer,40000,9999-01-01
482382,Gererd,Maginnis,Senior Engineer,54922,9999-01-01
482386,Subir,McFarlin,Senior Engineer,46579,9999-01-01
482391,Arnould,Anger,Senior Engineer,47244,9999-01-01
482404,Ger,Verhaegen,Senior Engineer,40000,9999-01-01
482413,Zhigen,Melski,Senior Staff,87411,9999-01-01
482429,Wonhee,Guardalben,Senior Engineer,40000,9999-01-01
482438,Nathan,Gulik,Senior Staff,50218,9999-01-01
482458,Zdislav,Bresenham,Senior Engineer,47315,9999-01-01
482460,Breannda,Vieri,Senior Engineer,55202,9999-01-01
482469,Dayanand,Rahier,Senior Engineer,41060,9999-01-01
482480,Herbert,Birjandi,Senior Staff,60053,9999-01-01
482483,Debaprosad,Landherr,Senior Staff,40000,9999-01-01
482493,Lalit,VanScheik,Staff,52339,9999-01-01
482497,Tesuro,Nivat,Senior Engineer,40000,9999-01-01
482514,Geoff,Constantine,Senior Staff,54857,9999-01-01
482523,Adam,Plessier,Technique Leader,49571,9999-01-01
482539,Bikash,Pehl,Senior Engineer,40000,9999-01-01
482541,Teruyuki,Masaki,Senior Staff,40207,9999-01-01
482555,Hyuncheol,Mansanne,Senior Staff,65796,9999-01-01
482563,Kayoko,Ratzlaff,Technique Leader,40000,9999-01-01
482565,Herb,Zlotek,Senior Engineer,40000,9999-01-01
482568,Fai,Tyugu,Senior Engineer,40000,9999-01-01
482573,Ger,Escriba,Senior Staff,56707,9999-01-01
482577,Masadi,Validov,Senior Engineer,40000,9999-01-01
482583,Danil,Wielonsky,Senior Staff,65537,9999-01-01
482623,Sampalli,Honiden,Senior Engineer,40000,9999-01-01
482625,Siamak,Michaeli,Senior Staff,69453,9999-01-01
482640,Shmuel,Chandrasekhar,Senior Staff,41797,9999-01-01
482648,Kinh,Velardi,Technique Leader,40000,9999-01-01
482654,Lokesh,Iisaka,Senior Engineer,40000,9999-01-01
482659,Zhenbing,Passino,Senior Staff,48157,9999-01-01
482672,Ymte,Molenaar,Senior Engineer,40890,9999-01-01
482679,Krister,Decleir,Staff,52437,9999-01-01
482701,Vitaly,Diderrich,Senior Engineer,41412,9999-01-01
482711,Alois,Jarecki,Senior Staff,68607,9999-01-01
482715,Kwangyoen,Guting,Senior Staff,64039,9999-01-01
482730,Gio,Detkin,Senior Engineer,57918,9999-01-01
482738,Munehiko,Peral,Senior Engineer,45513,9999-01-01
482747,Sumali,Lichtner,Technique Leader,40000,9999-01-01
482776,Kristin,Beilner,Senior Staff,87282,9999-01-01
482779,Leah,Nitsch,Technique Leader,40000,9999-01-01
482789,Theron,Marsiglia,Senior Staff,40000,9999-01-01
482793,Lech,Walston,Senior Staff,64621,9999-01-01
482806,Ebru,Kaminger,Senior Engineer,60094,9999-01-01
482808,Maya,Waeselynck,Engineer,54645,9999-01-01
482813,Dipayan,Veccia,Senior Staff,42735,9999-01-01
482816,Freyja,Naumovich,Senior Engineer,50382,9999-01-01
482819,Mostafa,Merkl,Senior Engineer,46536,9999-01-01
482820,Weiye,Barriga,Senior Staff,60554,9999-01-01
482823,Henk,Sidhu,Technique Leader,40000,9999-01-01
482828,Quingbo,Kavvadias,Senior Engineer,40000,9999-01-01
482829,Arup,Melski,Senior Staff,72528,9999-01-01
482844,Hauke,Jervis,Senior Staff,40000,9999-01-01
482846,Samphel,Quittner,Technique Leader,50413,9999-01-01
482856,Sashi,Salvesen,Senior Engineer,69654,9999-01-01
482862,Shaw,Anido,Senior Engineer,40000,9999-01-01
482863,Xiaobin,Spieker,Senior Staff,52249,9999-01-01
482868,Arunas,Iivonen,Technique Leader,40000,9999-01-01
482878,Chikara,Denti,Senior Staff,83187,9999-01-01
482883,Sanjai,Cheshire,Senior Engineer,40000,9999-01-01
482886,Gritta,Pavlopoulou,Technique Leader,49818,9999-01-01
482888,Apostol,Brookman,Senior Staff,51609,9999-01-01
482889,Souichi,Restivo,Senior Engineer,40264,9999-01-01
482894,Greger,Takanami,Senior Staff,103374,9999-01-01
482909,Magy,Chvatal,Senior Engineer,40000,9999-01-01
482933,Sadegh,Lubachevsky,Senior Engineer,41099,9999-01-01
482935,Xiaoheng,Besancenot,Senior Engineer,40000,9999-01-01
482953,Rafail,Kilgour,Senior Staff,48693,9999-01-01
482955,Branimir,Zykh,Senior Staff,40000,9999-01-01
482968,Premal,Walston,Senior Engineer,51953,9999-01-01
482980,Ulf,Domenig,Senior Engineer,40000,9999-01-01
482992,Kellyn,Velardi,Senior Staff,65883,9999-01-01
482994,Miyeon,Garrabrants,Engineer,40000,9999-01-01
482996,Wonhee,Lovengreen,Senior Staff,40000,9999-01-01
483019,Kamran,Rosti,Senior Engineer,80419,9999-01-01
483032,Anneke,Hiroyama,Senior Engineer,77430,9999-01-01
483033,Jongsuk,Percebois,Senior Staff,41275,9999-01-01
483051,Mingdong,Bain,Senior Staff,59826,9999-01-01
483052,Van,Waschkowski,Senior Engineer,40000,9999-01-01
483065,Sudhanshu,Bahi,Senior Engineer,52727,9999-01-01
483069,Masaru,Baek,Engineer,40000,9999-01-01
483074,Shigeo,Heijenga,Senior Staff,63748,9999-01-01
483075,Lalit,Lamma,Senior Engineer,51210,9999-01-01
483082,Zito,Pileggi,Staff,68757,9999-01-01
483083,Oldrich,Gente,Staff,57301,9999-01-01
483094,Waiman,Servieres,Senior Engineer,40000,9999-01-01
483104,Dante,Daescu,Senior Engineer,54450,9999-01-01
483120,Filipp,Ghemri,Senior Engineer,40000,9999-01-01
483123,Masaki,Ducloy,Senior Engineer,40000,9999-01-01
483128,Suzette,Brookner,Senior Staff,40000,9999-01-01
483131,Luise,Narwekar,Senior Engineer,63213,9999-01-01
483135,Khedija,Denos,Senior Engineer,40000,9999-01-01
483136,Marjo,Perko,Senior Staff,91198,9999-01-01
483140,Sigeru,Sridhar,Engineer,40000,9999-01-01
483144,Janalee,Morton,Senior Staff,58365,9999-01-01
483146,Jackson,Krybus,Senior Staff,40000,9999-01-01
483151,Zhensheng,Clemencon,Engineer,40046,9999-01-01
483158,Sumant,Weisert,Senior Staff,98793,9999-01-01
483161,Yuguang,Yeung,Senior Staff,40000,9999-01-01
483162,Mandell,Herath,Senior Engineer,40000,9999-01-01
483182,Subhada,Lores,Senior Staff,80602,9999-01-01
483183,Oscar,Ciolek,Senior Engineer,47352,9999-01-01
483185,Khatoun,Ebeling,Senior Engineer,63116,9999-01-01
483189,Guadalupe,Gente,Senior Engineer,40166,9999-01-01
483198,Kazuhiro,Rouquie,Senior Staff,40000,9999-01-01
483208,Aran,Garnick,Staff,82835,9999-01-01
483212,Chirstian,Birnbaum,Staff,40000,9999-01-01
483218,Quingbo,Nicolson,Senior Engineer,40000,9999-01-01
483240,Urs,Ruemmler,Senior Staff,84367,9999-01-01
483251,Bedir,Maquelin,Senior Engineer,40000,9999-01-01
483253,Tse,Schwartzbauer,Staff,40000,9999-01-01
483285,Zhenhua,Baezner,Senior Engineer,51476,9999-01-01
483300,Giordano,Matzen,Engineer,45692,9999-01-01
483315,Mariangiola,Klassen,Senior Staff,40000,9999-01-01
483319,Hirochika,Koprowski,Senior Engineer,43208,9999-01-01
483323,Jayesh,Parfitt,Senior Engineer,52902,9999-01-01
483342,Jiakeng,Baik,Senior Engineer,42932,9999-01-01
483347,Maik,Guenter,Technique Leader,58210,9999-01-01
483350,Ramya,Wiegley,Staff,80212,9999-01-01
483353,Mizuhito,Litvinov,Senior Staff,102711,9999-01-01
483354,Ekawit,Speel,Senior Staff,85178,9999-01-01
483358,Yakichi,Millington,Senior Engineer,40000,9999-01-01
483369,Nidapan,Delaune,Senior Staff,40000,9999-01-01
483370,Berni,Kumaresan,Staff,46911,9999-01-01
483374,Sreekrishna,Swiler,Senior Staff,56651,9999-01-01
483384,Arne,Varman,Senior Staff,87651,9999-01-01
483386,Marla,Horswill,Senior Engineer,42981,9999-01-01
483396,Fay,Gecsel,Senior Staff,51839,9999-01-01
483410,Gor,Haraldson,Senior Engineer,40000,9999-01-01
483416,Kwan,Aamodt,Technique Leader,40000,9999-01-01
483426,Shmuel,Willoner,Senior Staff,40000,9999-01-01
483428,Owen,Boreale,Senior Staff,93563,9999-01-01
483429,Marco,Vural,Senior Engineer,40000,9999-01-01
483431,Sastry,Perly,Senior Engineer,45804,9999-01-01
483434,Georgy,Aloia,Senior Staff,80584,9999-01-01
483438,Otmar,Hofstetter,Senior Staff,53466,9999-01-01
483448,Fun,Peternell,Senior Engineer,56009,9999-01-01
483466,Leszek,Fujisaki,Senior Engineer,55466,9999-01-01
483472,Gita,Pesch,Senior Staff,95637,9999-01-01
483474,JoAnna,Asmuth,Technique Leader,72528,9999-01-01
483499,Murthy,Vieri,Senior Engineer,54405,9999-01-01
483500,Sanjai,Wossner,Staff,40156,9999-01-01
483507,Kendra,Kitai,Senior Staff,40881,9999-01-01
483509,Poorav,Seiwald,Engineer,53398,9999-01-01
483519,Duangkaew,Papsdorf,Senior Engineer,40000,9999-01-01
483533,Doowon,Leaver,Senior Staff,42750,9999-01-01
483539,Gurbir,Hiroyama,Senior Engineer,40000,9999-01-01
483540,Rajmohan,Diderrich,Senior Engineer,53538,9999-01-01
483549,Chaitali,Chenney,Technique Leader,40000,9999-01-01
483561,Amalendu,Ranft,Engineer,40000,9999-01-01
483572,Bedrich,Stroustrup,Senior Staff,66467,9999-01-01
483582,Kazuhito,Callaway,Senior Engineer,59887,9999-01-01
483586,Nahla,Pardalos,Senior Engineer,40000,9999-01-01
483601,Duangkaew,Varker,Senior Engineer,40000,9999-01-01
